"Amparo","Amp","SumaDePagos","Modelo","Color","Carroceria","MARCA","Referencia1","Referencia2","CLASE_FASECOLDA","TIPO_VEHICULO","SERVICIO","Sexo_Aseg","Edad","Desde","Hasta","Vr_Comercial","Pago"
NA,NA,NA,2010,"BLANCO","SEDAN","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",50,"2012-12-31","2013-12-31",47400000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",76,"2011-12-28","2012-12-28",15400000,"No"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","M",39,"2012-06-29","2013-06-29",27500000,"No"
NA,NA,NA,2008,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",46,"2012-10-01","2013-01-01",2.1e+07,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",42,"2013-02-26","2014-02-26",13800000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3597475,2011,"NEGRO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",58,"2012-03-15","2013-03-15",50900000,"S�"
NA,NA,NA,2007,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",47,"2012-03-15","2013-03-15",18500000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","M",40,"2011-01-01","2012-01-01",28800000,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",37,"2011-04-26","2012-04-13",33490000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-07-12","2012-07-12",23200000,"No"
NA,NA,NA,2008,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL TAXI","Livianos","Publico","M",25,"2012-05-23","2013-05-23",11100000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",46,"2012-10-17","2013-10-17",22990000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",55,"2011-09-21","2012-09-21",24590000,"No"
NA,NA,NA,2010,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",25,"2012-04-11","2013-04-11",23600000,"No"
NA,NA,NA,2010,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",42,"2012-01-03","2013-01-03",25300000,"No"
NA,NA,NA,1998,"ROJO","SEDAN","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","F",50,"2011-09-16","2012-09-16",9100000,"No"
NA,NA,NA,2010,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",25,"2012-01-19","2013-01-19",23600000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",36,"2012-07-14","2013-07-14",19690000,"No"
NA,NA,NA,2010,"PLATEADO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular",NA,999,"2012-07-07","2013-07-07",48500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2878939,2007,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",44,"2011-07-02","2012-07-02",21100000,"S�"
NA,NA,NA,2012,"AZUL","HATCHBACK","HYUNDAI","i10 [FL]","ADVENTURE","AUTOMOVIL","Livianos","Particular","F",31,"2011-12-31","2012-12-31",21400000,"No"
NA,NA,NA,2011,"VINOTINTO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular",NA,999,"2011-09-01","2012-09-01",25900000,"No"
NA,NA,NA,2006,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",52,"2012-07-27","2013-07-27",9700000,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",58,"2011-05-22","2013-07-05",2.5e+07,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",35,"2012-02-03","2013-02-03",39190000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",74,"2011-03-01","2012-03-01",28800000,"No"
NA,NA,NA,2008,"PLATA","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",48,"2011-11-10","2012-05-22",13900000,"No"
NA,NA,NA,2011,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",30,"2012-02-27","2013-02-27",24500000,"No"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",57,"2012-10-27","2013-10-27",12300000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-04-12","2013-04-12",17600000,"No"
NA,NA,NA,2012,"PLATA","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",45,"2012-02-28","2013-02-28",0,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",57,"2011-10-07","2012-10-07",2.7e+07,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",58,"2011-09-29","2012-09-29",25300000,"No"
NA,NA,NA,2008,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",38,"2012-01-26","2013-01-26",21100000,"No"
NA,NA,NA,2010,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2012-03-04","2013-03-04",0,"No"
NA,NA,NA,2008,"BLANCO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Particular","M",36,"2012-07-26","2013-07-26",42100000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",45,"2012-10-24","2013-10-24",22200000,"No"
NA,NA,NA,2002,"AZUL","SEDAN","HYUNDAI","ACCENT VERNA","GL","AUTOMOVIL","Livianos","Particular","F",56,"2011-01-22","2012-01-22",11200000,"No"
NA,NA,NA,2011,"NEGRO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",58,"2011-12-27","2012-12-27",50900000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",4200000,2012,"BLANCO","BUS-BUSETA","HYUNDAI","STAREX [2]","H1","BUS / BUSETA / MICROBUS","Pesados","Publico","M",45,"2012-07-28","2013-07-28",77200000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",7851251,2012,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",56,"2011-09-09","2012-09-09",19490000,"S�"
NA,NA,NA,2006,"ROJO","COUPE","HYUNDAI","ACCENT GYRO","L","AUTOMOVIL","Livianos","Particular","M",34,"2012-04-12","2013-04-12",14200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2388797,2007,"MARRON","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",25,"2011-11-04","2012-11-04",13500000,"S�"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ACCENT VISION","GL","AUTOMOVIL","Livianos","Publico","M",62,"2011-12-31","2012-12-31",20100000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",6493978,1998,"VERDE","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","F",0,"2011-06-24","2012-06-24",8900000,"S�"
NA,NA,NA,2010,"GRIS","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",43,"2011-10-01","2012-10-01",19400000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",62,"2012-10-05","2013-10-05",1.6e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2912640,2012,"BLANCO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",40,"2011-07-13","2012-06-24",0,"S�"
NA,NA,NA,2005,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",0,"2011-01-13","2012-01-01",12400000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2013-02-26","2014-02-26",0,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",49,"2011-11-20","2012-11-20",22900000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",35,"2012-03-11","2013-03-11",48500000,"No"
NA,NA,NA,2002,"PLATA","HATCHBACK","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",57,"2012-11-01","2013-11-01",11300000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-02-19","2013-02-19",23700000,"No"
NA,NA,NA,2012,"BLANCO","BUS-BUSETA","HYUNDAI","STAREX [1]","H1","MICROBUS","Pesados","Publico","M",44,"2012-06-15","2013-06-15",78790000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",60,"2011-07-05","2012-07-05",0,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",58,"2012-09-27","2013-09-27",19890000,"No"
NA,NA,NA,2012,"BLANCO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",40,"2012-02-07","2013-02-07",0,"No"
NA,NA,NA,2010,"PLATEADO","CABINADO","HYUNDAI","TUCSON","GLS CRDI","CAMPERO","Livianos","Particular",NA,42,"2011-10-24","2012-10-24",52400000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",44,"2013-01-29","2014-01-29",25100000,"No"
NA,NA,NA,2010,"TITANIO METALIC","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Particular","M",40,"2012-05-02","2013-05-02",52800000,"No"
NA,NA,NA,2001,"PLATA","SEDAN","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-05-07","2013-05-07",8300000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",51,"2011-11-23","2012-11-23",23100000,"No"
NA,NA,NA,2011,"BLANCO","SEDAN","HYUNDAI","SONATA i45","2.4L","AUTOMOVIL","Livianos","Particular","F",46,"2012-04-23","2013-04-23",54500000,"No"
NA,NA,NA,2002,"ROJO","SEDAN","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-07-28","2013-07-28",8500000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",0,"2012-09-27","2013-09-27",27500000,"No"
NA,NA,NA,2006,"ROJO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",60,"2011-04-07","2012-04-07",0,"No"
NA,NA,NA,2008,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Particular","M",0,"2012-01-11","2013-01-11",12300000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2011-12-09","2012-12-09",0,"No"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",67,"2011-10-30","2012-10-30",16400000,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",53,"2012-06-21","2013-06-21",29790000,"No"
NA,NA,NA,2012,"PLATA","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL CRDI","CAMIONETA","Livianos","Particular","F",112,"2012-10-11","2013-10-11",76990000,"No"
NA,NA,NA,2009,"BLANCO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Oficial",NA,999,"2011-08-11","2012-08-11",29680000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",36,"2012-01-28","2013-01-28",29900000,"No"
NA,NA,NA,2005,"ROJO","FURGON","HYUNDAI","HD","65C [ASL]","FURGON","Pesados","Publico","M",0,"2012-03-31","2013-03-31",39200000,"No"
NA,NA,NA,2008,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",37,"2012-05-28","2013-05-28",2.2e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2005,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY GL","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2012-03-14","2013-03-14",8900000,"No"
NA,NA,NA,2008,"PLATA","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","M",38,"2011-09-05","2012-03-31",25100000,"No"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","i30","GLS","AUTOMOVIL","Livianos","Particular","M",54,"2012-05-31","2013-05-31",33400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2478747,2009,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",46,"2011-07-01","2012-07-01",25100000,"S�"
NA,NA,NA,2009,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Transporte Personal","M",42,"2012-05-31","2013-05-31",21200000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular",NA,999,"2011-12-31","2012-12-31",22490000,"No"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",0,"2011-06-16","2012-06-16",38800000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4151870,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",73,"2012-04-13","2013-04-13",15500000,"S�"
NA,NA,NA,2011,"AZUL","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",52,"2012-08-09","2013-08-09",23290000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",0,"2012-03-12","2013-03-12",41400000,"No"
NA,NA,NA,2010,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",37,"2012-08-28","2013-08-28",2.3e+07,"No"
NA,NA,NA,2010,"BLANCO","ESTACAS","HYUNDAI","HD","72","CAMION","Pesados","Publico","M",44,"2012-02-28","2013-02-28",61100000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4533909,2012,"ROJO","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","F",37,"2012-09-11","2013-09-11",43500000,"S�"
NA,NA,NA,2007,"ROJO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",41,"2011-03-01","2012-03-01",15400000,"No"
NA,NA,NA,2012,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",56,"2011-08-30","2012-08-30",19490000,"No"
NA,NA,NA,2007,"ROJO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",56,"2011-10-01","2012-10-01",18300000,"No"
NA,NA,NA,2011,"NEGRO","COUPE","HYUNDAI","ACCENT WEB II","GLS","AUTOMOVIL","Livianos","Particular","M",24,"2012-05-23","2013-05-23",32200000,"No"
NA,NA,NA,2008,"GRIS","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","M",48,"2011-03-29","2012-03-29",19700000,"No"
NA,NA,NA,2008,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",65,"2012-03-23","2013-03-23",12300000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",1181614,2008,"PLATA","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","M",112,"2012-05-31","2013-05-31",27040000,"S�"
NA,NA,NA,2013,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",0,"2012-05-29","2013-05-29",33500000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",42,"2012-03-15","2013-03-15",29500000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2012-05-11","2013-05-11",17300000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Oficial",NA,999,"2012-02-15","2013-02-15",60300000,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",31,"2012-08-12","2013-08-12",5.4e+07,"No"
NA,NA,NA,1998,"BLANCO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",40,"2012-10-01","2013-01-01",7300000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",0,2012,"BLANCO","SEDAN","HYUNDAI","i10 [FL]","1.1L","AUTOMOVIL","Livianos","Particular","M",113,"2013-02-23","2014-02-23",23800000,"No"
NA,NA,NA,2006,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Particular","M",34,"2012-08-20","2013-08-20",9700000,"No"
NA,NA,NA,2005,"AMARILLO","METALICA","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2011-12-21","2012-12-21",8600000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3352567,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-10-01","2012-10-01",56800000,"S�"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",66,"2011-12-27","2012-12-27",13700000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Particular","M",0,"2012-02-11","2013-02-11",68900000,"No"
NA,NA,NA,2013,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Oficial",NA,999,"2011-08-09","2012-08-09",44400000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2011-04-24","2012-04-24",0,"No"
NA,NA,NA,2005,"PLATA","HATCHBACK","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","M",36,"2011-08-25","2012-06-01",1.5e+07,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",61,"2012-03-27","2013-03-27",20700000,"No"
NA,NA,NA,2005,"GRIS","HATCHBACK","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","M",34,"2012-12-20","2013-12-20",17400000,"No"
NA,NA,NA,2001,"AZUL","HATCHBACK","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-12-15","2012-12-15",15700000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",32,"2011-04-29","2012-04-29",34700000,"No"
"PERDIDA TOTAL POR DA�OS","PTD",20922060,2008,"NEGRO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",38,"2012-06-12","2013-06-12",18200000,"S�"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",0,"2011-08-05","2012-08-05",38800000,"No"
NA,NA,NA,2002,"NEGRO","SEDAN","HYUNDAI","ACCENT","NEXT","AUTOMOVIL","Livianos","Particular","M",32,"2011-02-04","2012-02-04",10200000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2013-01-26","2015-01-26",56800000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","F",40,"2012-04-22","2013-04-22",59490000,"No"
NA,NA,NA,2007,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",62,"2011-07-22","2012-07-22",1.6e+07,"No"
NA,NA,NA,2012,"GRIS","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL","CAMPERO","Livianos","Particular","F",52,"2011-11-17","2012-11-17",67500000,"No"
NA,NA,NA,2009,"ROJO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2012-11-19","2013-11-19",2.2e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2349555,2005,"BLANCO","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","M",42,"2011-12-17","2012-12-17",15100000,"S�"
NA,NA,NA,2013,"PLATA","HATCHBACK","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",21,"2012-06-05","2013-06-05",33690000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",57,"2011-02-10","2012-02-10",11700000,"No"
NA,NA,NA,2006,"CHAMPA�A","CABINADO","HYUNDAI","TUCSON","GLS","CAMPERO","Livianos","Particular","M",41,"2011-09-01","2012-09-01",39200000,"No"
NA,NA,NA,2011,"BLANCO","CABINADO","HYUNDAI","H100","2.5","CAMIONETA","Livianos","Oficial",NA,999,"2011-07-19","2012-07-19",41641063,"No"
NA,NA,NA,2008,"CAFE","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",53,"2011-08-20","2012-08-20",16500000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",19,"2011-02-11","2012-10-01",27600000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",50,"2011-08-11","2012-08-11",15400000,"No"
NA,NA,NA,2002,"PLATA","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","M",22,"2011-10-08","2012-10-08",11800000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",37,"2013-02-24","2014-02-24",63100000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",67,"2013-01-01","2013-04-01",20700000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",77,"2012-05-15","2013-05-15",23700000,"No"
NA,NA,NA,2008,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",30,"2012-11-30","2013-11-30",0,"No"
NA,NA,NA,2006,"ROJO","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","F",47,"2012-03-31","2013-03-31",15500000,"No"
NA,NA,NA,2007,"BLANCO","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",46,"2011-12-08","2012-06-19",50900000,"No"
NA,NA,NA,2005,"BLANCO","CABINADO","HYUNDAI","TUCSON","GLS","CAMPERO","Livianos","Particular","M",0,"2011-12-18","2012-12-18",36500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1356422,2011,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",48,"2012-02-24","2013-02-24",24500000,"S�"
NA,NA,NA,2006,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",51,"2011-05-23","2012-05-23",12100000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2011-07-11","2012-07-11",17300000,"No"
NA,NA,NA,2007,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",41,"2012-03-30","2013-03-30",15400000,"No"
